title,Ethnicity,Gender,Religious_Affiliation,Political_Party,docid,VectorRanker_person,VectorRanker_person_value,VectorRanker_MMR_03_person,VectorRanker_MMR_03_person_value,VectorRanker_MMR_05_person,VectorRanker_MMR_05_person_value,VectorRanker_MMR_07_person,VectorRanker_MMR_07_person_value,VectorRanker_woman,VectorRanker_woman_value,VectorRanker_MMR_03_woman,VectorRanker_MMR_03_woman_value,VectorRanker_MMR_05_woman,VectorRanker_MMR_05_woman_value,VectorRanker_MMR_07_woman,VectorRanker_MMR_07_woman_value,VectorRanker_teacher,VectorRanker_teacher_value,VectorRanker_MMR_03_teacher,VectorRanker_MMR_03_teacher_value,VectorRanker_MMR_05_teacher,VectorRanker_MMR_05_teacher_value,VectorRanker_MMR_07_teacher,VectorRanker_MMR_07_teacher_value,VectorRanker_role model,VectorRanker_role model_value,VectorRanker_MMR_03_role model,VectorRanker_MMR_03_role model_value,VectorRanker_MMR_05_role model,VectorRanker_MMR_05_role model_value,VectorRanker_MMR_07_role model,VectorRanker_MMR_07_role model_value,VectorRanker_professional,VectorRanker_professional_value,VectorRanker_MMR_03_professional,VectorRanker_MMR_03_professional_value,VectorRanker_MMR_05_professional,VectorRanker_MMR_05_professional_value,VectorRanker_MMR_07_professional,VectorRanker_MMR_07_professional_value
Amos Hochstein,,male,,Democratic Party,50032286,16348.0,0.062464818358421326,16348.0,0.062464818358421326,16348.0,0.062464818358421326,16348.0,0.062464818358421326,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,11327.0,0.1178147941827774,11327.0,0.1178147941827774,11327.0,0.1178147941827774,11327.0,0.1178147941827774,28974.0,,28974.0,,28974.0,,28974.0,
Evan McMullin,,male,Mormonism,Republican Party,51272106,33861.0,,33861.0,,33861.0,,33861.0,,13777.0,-0.0017443043179810047,13777.0,-0.0017443043179810047,13777.0,-0.0017443043179810047,13777.0,-0.0017443043179810047,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Angela Rye,,female,,Democratic Party,51811959,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,1474.0,0.20579537749290466,1474.0,0.20579537749290466,1474.0,0.20579537749290466,1474.0,0.20579537749290466,28974.0,,28974.0,,28974.0,,28974.0,
Brian Mast,,male,,Republican Party,51468866,33861.0,,33861.0,,33861.0,,33861.0,,7154.0,0.06974238157272339,7154.0,0.06974238157272339,7154.0,0.06974238157272339,7154.0,0.06974238157272339,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Vicente Gonzalez (politician),,male,,Democratic Party,49616753,5690.0,0.12741777300834656,5690.0,0.12741777300834656,5690.0,0.12741777300834656,5690.0,0.12741777300834656,21514.0,,21514.0,,21514.0,,21514.0,,3709.0,0.10368607938289642,3709.0,0.10368607938289642,3709.0,0.10368607938289642,3709.0,0.10368607938289642,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Richard Painter,,male,,Republican Party,52845949,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,9505.0,0.12712304294109344,9505.0,0.12712304294109344,9505.0,0.12712304294109344,9505.0,0.12712304294109344,28974.0,,28974.0,,28974.0,,28974.0,
Andrew Yang,Han Taiwanese,male,,Democratic Party,53106094,1881.0,0.17525485157966614,1881.0,0.17525485157966614,1881.0,0.17525485157966614,1881.0,0.17525485157966614,4278.0,0.11848296970129013,4278.0,0.11848296970129013,4278.0,0.11848296970129013,4278.0,0.11848296970129013,9896.0,,9896.0,,9896.0,,9896.0,,41091.0,0.02210237830877304,41091.0,0.02210237830877304,41091.0,0.02210237830877304,41091.0,0.02210237830877304,28974.0,,28974.0,,28974.0,,28974.0,
Joci Pápai,Romani people,male,,,53152131,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Ida Gibbs,African Americans,female,,,53184108,33861.0,,33861.0,,33861.0,,33861.0,,1586.0,0.19535033404827118,1586.0,0.19535033404827118,1586.0,0.19535033404827118,1586.0,0.19535033404827118,1163.0,0.19715207815170288,1163.0,0.19715207815170288,1163.0,0.19715207815170288,1163.0,0.19715207815170288,16279.0,0.0970848798751831,16279.0,0.0970848798751831,16279.0,0.0970848798751831,16279.0,0.0970848798751831,28974.0,,28974.0,,28974.0,,28974.0,
Carl Benjamin,,male,atheism,UK Independence Party,50544999,1467.0,0.1854535937309265,1467.0,0.1854535937309265,1467.0,0.1854535937309265,1467.0,0.1854535937309265,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Quavo,African Americans,male,,,43618191,33861.0,,33861.0,,33861.0,,33861.0,,18379.0,-0.05021773651242256,18379.0,-0.05021773651242256,18379.0,-0.05021773651242256,18379.0,-0.05021773651242256,9896.0,,9896.0,,9896.0,,9896.0,,24195.0,0.0706917941570282,24195.0,0.0706917941570282,24195.0,0.0706917941570282,24195.0,0.0706917941570282,28974.0,,28974.0,,28974.0,,28974.0,
Julia Lopez (politician),,female,,Conservative Party,54256458,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,1116.0,0.2002638280391693,1116.0,0.2002638280391693,1116.0,0.2002638280391693,1116.0,0.2002638280391693,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Laura Loomer,,female,Judaism,Republican Party,54328243,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
ContraPoints,,trans woman,atheism,,57926542,20513.0,0.04115240275859833,20513.0,0.04115240275859833,20513.0,0.04115240275859833,20513.0,0.04115240275859833,7827.0,0.06045469269156456,7827.0,0.06045469269156456,7827.0,0.06045469269156456,7827.0,0.06045469269156456,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Victoria Spartz,,female,,Republican Party,59158225,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Mario Abdo Benítez,,male,,Colorado Party,56536073,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,45296.0,0.009716667234897614,45296.0,0.009716667234897614,45296.0,0.009716667234897614,45296.0,0.009716667234897614,28974.0,,28974.0,,28974.0,,28974.0,
Bhupendrabhai Patel,,male,,Bharatiya Janata Party,56209854,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Blaire White,White Americans,trans woman,,,56854425,33861.0,,33861.0,,33861.0,,33861.0,,3059.0,0.14842164516448975,3059.0,0.14842164516448975,3059.0,0.14842164516448975,3059.0,0.14842164516448975,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Deb Haaland,Laguna people,female,Catholicism,Democratic Party,57548040,33861.0,,33861.0,,33861.0,,33861.0,,737.0,0.24407178163528442,737.0,0.24407178163528442,737.0,0.24407178163528442,737.0,0.24407178163528442,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Mike Levin,,male,,Democratic Party,57614680,33861.0,,33861.0,,33861.0,,33861.0,,9337.0,0.04282468557357788,9337.0,0.04282468557357788,9337.0,0.04282468557357788,9337.0,0.04282468557357788,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Pete Stauber,,male,,Republican Party,58011945,23908.0,0.02194063365459442,23908.0,0.02194063365459442,23908.0,0.02194063365459442,23908.0,0.02194063365459442,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,22546.0,-0.013921607285737991,22546.0,-0.013921607285737991,22546.0,-0.013921607285737991,22546.0,-0.013921607285737991
Haley Stevens,,female,,Democratic Party,58813029,33861.0,,33861.0,,33861.0,,33861.0,,2257.0,0.17271021008491516,2257.0,0.17271021008491516,2257.0,0.17271021008491516,2257.0,0.17271021008491516,9896.0,,9896.0,,9896.0,,9896.0,,20000.0,0.0840248242020607,20000.0,0.0840248242020607,20000.0,0.0840248242020607,20000.0,0.0840248242020607,28974.0,,28974.0,,28974.0,,28974.0,
Kim Schrier,,female,,Democratic Party,58841021,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,10169.0,0.07785904407501221,10169.0,0.07785904407501221,10169.0,0.07785904407501221,10169.0,0.07785904407501221
Bryan Steil,,male,Catholicism,Republican Party,57204327,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,16483.0,0.09636221826076508,16483.0,0.09636221826076508,16483.0,0.09636221826076508,16483.0,0.09636221826076508,28974.0,,28974.0,,28974.0,,28974.0,
Alexandra Phillips (Green politician),,female,,Labour Party,60874858,10478.0,0.09434543550014496,10478.0,0.09434543550014496,10478.0,0.09434543550014496,10478.0,0.09434543550014496,21514.0,,21514.0,,21514.0,,21514.0,,505.0,0.2543855607509613,505.0,0.2543855607509613,505.0,0.2543855607509613,505.0,0.2543855607509613,52456.0,-0.0123756043612957,52456.0,-0.0123756043612957,52456.0,-0.0123756043612957,52456.0,-0.0123756043612957,28974.0,,28974.0,,28974.0,,28974.0,
Andy Ngo,Vietnamese Americans,male,,,61181719,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,4426.0,0.16287198662757874,4426.0,0.16287198662757874,4426.0,0.16287198662757874,4426.0,0.16287198662757874,28974.0,,28974.0,,28974.0,,28974.0,
David Cameron,,male,Anglicanism,Conservative Party,419342,13246.0,0.07883603125810623,13246.0,0.07883603125810623,13246.0,0.07883603125810623,13246.0,0.07883603125810623,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,5724.0,0.1516001671552658,5724.0,0.1516001671552658,5724.0,0.1516001671552658,5724.0,0.1516001671552658,28974.0,,28974.0,,28974.0,,28974.0,
Jesus,Jewish people,male,Judaism,,1095706,4299.0,0.14037856459617615,4299.0,0.14037856459617615,4299.0,0.14037856459617615,4299.0,0.14037856459617615,21514.0,,21514.0,,21514.0,,21514.0,,6816.0,0.026047877967357635,6816.0,0.026047877967357635,6816.0,0.026047877967357635,6816.0,0.026047877967357635,40073.0,0.024982396513223648,40073.0,0.024982396513223648,40073.0,0.024982396513223648,40073.0,0.024982396513223648,28974.0,,28974.0,,28974.0,,28974.0,
"Mary, mother of Jesus",Jewish people,female,,,73513,29559.0,-0.019524777308106422,29559.0,-0.019524777308106422,29559.0,-0.019524777308106422,29559.0,-0.019524777308106422,1275.0,0.20980653166770935,1275.0,0.20980653166770935,1275.0,0.20980653166770935,1275.0,0.20980653166770935,9896.0,,9896.0,,9896.0,,9896.0,,11902.0,0.11518684774637222,11902.0,0.11518684774637222,11902.0,0.11518684774637222,11902.0,0.11518684774637222,28974.0,,28974.0,,28974.0,,28974.0,
Angela Merkel,white people,female,Protestant Church in Germany,Christian Democratic Union,72671,6858.0,0.11774014681577682,6858.0,0.11774014681577682,6858.0,0.11774014681577682,6858.0,0.11774014681577682,393.0,0.28155750036239624,393.0,0.28155750036239624,393.0,0.28155750036239624,393.0,0.28155750036239624,4600.0,0.08061894029378891,4600.0,0.08061894029378891,4600.0,0.08061894029378891,4600.0,0.08061894029378891,32079.0,0.04750746488571167,32079.0,0.04750746488571167,32079.0,0.04750746488571167,32079.0,0.04750746488571167,28974.0,,28974.0,,28974.0,,28974.0,
William Shakespeare,English people,male,,,32897,33861.0,,33861.0,,33861.0,,33861.0,,13674.0,-0.0007929708808660507,13674.0,-0.0007929708808660507,13674.0,-0.0007929708808660507,13674.0,-0.0007929708808660507,9896.0,,9896.0,,9896.0,,9896.0,,35433.0,0.03801019489765167,35433.0,0.03801019489765167,35433.0,0.03801019489765167,35433.0,0.03801019489765167,28974.0,,28974.0,,28974.0,,28974.0,
Stevie Wonder,African Americans,male,,,147687,27272.0,4.147179424762726e-05,27272.0,4.147179424762726e-05,27272.0,4.147179424762726e-05,27272.0,4.147179424762726e-05,7530.0,0.06456757336854935,7530.0,0.06456757336854935,7530.0,0.06456757336854935,7530.0,0.06456757336854935,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,7320.0,0.1010466143488884,7320.0,0.1010466143488884,7320.0,0.1010466143488884,7320.0,0.1010466143488884
Aristotle,Greeks,male,,,308,7143.0,0.11555534601211548,7143.0,0.11555534601211548,7143.0,0.11555534601211548,7143.0,0.11555534601211548,11484.0,0.0205867700278759,11484.0,0.0205867700278759,11484.0,0.0205867700278759,11484.0,0.0205867700278759,1148.0,0.1979791224002838,1148.0,0.1979791224002838,1148.0,0.1979791224002838,1148.0,0.1979791224002838,26309.0,0.0642748549580574,26309.0,0.0642748549580574,26309.0,0.0642748549580574,26309.0,0.0642748549580574,28974.0,,28974.0,,28974.0,,28974.0,
Fyodor Dostoevsky,Russians,male,Russian Orthodox Church,,11625,9586.0,0.0994674414396286,9586.0,0.0994674414396286,9586.0,0.0994674414396286,9586.0,0.0994674414396286,13673.0,-0.0007790029048919678,13673.0,-0.0007790029048919678,13673.0,-0.0007790029048919678,13673.0,-0.0007790029048919678,6664.0,0.030294880270957947,6664.0,0.030294880270957947,6664.0,0.030294880270957947,6664.0,0.030294880270957947,71561.0,,71561.0,,71561.0,,71561.0,,18451.0,0.019231900572776794,18451.0,0.019231900572776794,18451.0,0.019231900572776794,18451.0,0.019231900572776794
Carl Linnaeus,Swedes,male,Church of Sweden,,5233,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,4284.0,0.08782730251550674,4284.0,0.08782730251550674,4284.0,0.08782730251550674,4284.0,0.08782730251550674,50196.0,-0.0047759078443050385,50196.0,-0.0047759078443050385,50196.0,-0.0047759078443050385,50196.0,-0.0047759078443050385,28974.0,,28974.0,,28974.0,,28974.0,
Maurice Ravel,,male,nothing,,48068,13966.0,0.07481151819229126,13966.0,0.07481151819229126,13966.0,0.07481151819229126,13966.0,0.07481151819229126,17544.0,-0.03969654440879822,17544.0,-0.03969654440879822,17544.0,-0.03969654440879822,17544.0,-0.03969654440879822,9117.0,-0.051679473370313644,9117.0,-0.051679473370313644,9117.0,-0.051679473370313644,9117.0,-0.051679473370313644,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Giorgio Napolitano,,male,irreligion,Democrats of the Left,3052601,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,2722.0,0.13179227709770203,2722.0,0.13179227709770203,2722.0,0.13179227709770203,2722.0,0.13179227709770203,48344.0,0.0006202245131134987,48344.0,0.0006202245131134987,48344.0,0.0006202245131134987,48344.0,0.0006202245131134987,28974.0,,28974.0,,28974.0,,28974.0,
Saddam Hussein,,male,Sunni Islam,Baath Party,29490,33861.0,,33861.0,,33861.0,,33861.0,,10096.0,0.034708525985479355,10096.0,0.034708525985479355,10096.0,0.034708525985479355,10096.0,0.034708525985479355,9707.0,-0.10386577248573303,9707.0,-0.10386577248573303,9707.0,-0.10386577248573303,9707.0,-0.10386577248573303,62732.0,-0.054183587431907654,62732.0,-0.054183587431907654,62732.0,-0.054183587431907654,62732.0,-0.054183587431907654,28974.0,,28974.0,,28974.0,,28974.0,
Ramón Freire,,male,Catholicism,hola q hace partido,728836,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Luigi Pirandello,Italians,male,Christianity,,18707,8371.0,0.10721945762634277,8371.0,0.10721945762634277,8371.0,0.10721945762634277,8371.0,0.10721945762634277,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,12419.0,0.1127418577671051,12419.0,0.1127418577671051,12419.0,0.1127418577671051,12419.0,0.1127418577671051,15367.0,0.04115775227546692,15367.0,0.04115775227546692,15367.0,0.04115775227546692,15367.0,0.04115775227546692
Nerva,,male,ancient Roman religion,,23927371,15399.0,0.06718152016401291,15399.0,0.06718152016401291,15399.0,0.06718152016401291,15399.0,0.06718152016401291,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,33376.0,0.043836019933223724,33376.0,0.043836019933223724,33376.0,0.043836019933223724,33376.0,0.043836019933223724,28974.0,,28974.0,,28974.0,,28974.0,
Marcus Aurelius,Romans,male,ancient Roman religion,,20155,5476.0,0.12925799190998077,5476.0,0.12925799190998077,5476.0,0.12925799190998077,5476.0,0.12925799190998077,21514.0,,21514.0,,21514.0,,21514.0,,7593.0,0.00478149950504303,7593.0,0.00478149950504303,7593.0,0.00478149950504303,7593.0,0.00478149950504303,44261.0,0.012809470295906067,44261.0,0.012809470295906067,44261.0,0.012809470295906067,44261.0,0.012809470295906067,25628.0,-0.049005065113306046,25628.0,-0.049005065113306046,25628.0,-0.049005065113306046,25628.0,-0.049005065113306046
Commodus,,male,ancient Roman religion,,44324,11405.0,0.08906187117099762,11405.0,0.08906187117099762,11405.0,0.08906187117099762,11405.0,0.08906187117099762,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Maximinus Thrax,,male,ancient Roman religion,,28030743,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Charles Aznavour,Armenians,male,Christianity,,91345,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,21313.0,0.07984481006860733,21313.0,0.07984481006860733,21313.0,0.07984481006860733,21313.0,0.07984481006860733,17968.0,0.022859569638967514,17968.0,0.022859569638967514,17968.0,0.022859569638967514,17968.0,0.022859569638967514
David Lynch,,male,,Democratic Party,7891,28620.0,-0.010739952325820923,28620.0,-0.010739952325820923,28620.0,-0.010739952325820923,28620.0,-0.010739952325820923,18988.0,-0.05910269170999527,18988.0,-0.05910269170999527,18988.0,-0.05910269170999527,18988.0,-0.05910269170999527,9896.0,,9896.0,,9896.0,,9896.0,,12755.0,0.11134761571884155,12755.0,0.11134761571884155,12755.0,0.11134761571884155,12755.0,0.11134761571884155,22230.0,-0.010963775217533112,22230.0,-0.010963775217533112,22230.0,-0.010963775217533112,22230.0,-0.010963775217533112
Gerhard Schröder,,male,Lutheranism,Social Democratic Party of Germany,23306893,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,20367.0,0.08284518867731094,20367.0,0.08284518867731094,20367.0,0.08284518867731094,20367.0,0.08284518867731094,28974.0,,28974.0,,28974.0,,28974.0,
Theodor Heuss,,male,Lutheranism,Progressive People's Party,299317,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Egon Krenz,,male,,Socialist Unity Party of Germany,255728,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,7039.0,0.020036082714796066,7039.0,0.020036082714796066,7039.0,0.020036082714796066,7039.0,0.020036082714796066,56342.0,-0.025854729115962982,56342.0,-0.025854729115962982,56342.0,-0.025854729115962982,56342.0,-0.025854729115962982,28974.0,,28974.0,,28974.0,,28974.0,
Charlemagne,Franks,male,Catholic Church,,5314,33861.0,,33861.0,,33861.0,,33861.0,,20404.0,-0.0862186849117279,20404.0,-0.0862186849117279,20404.0,-0.0862186849117279,20404.0,-0.0862186849117279,9896.0,,9896.0,,9896.0,,9896.0,,43009.0,0.016544431447982788,43009.0,0.016544431447982788,43009.0,0.016544431447982788,43009.0,0.016544431447982788,28974.0,,28974.0,,28974.0,,28974.0,
Art Garfunkel,Jewish people,male,Judaism,,70986,33861.0,,33861.0,,33861.0,,33861.0,,16693.0,-0.030314579606056213,16693.0,-0.030314579606056213,16693.0,-0.030314579606056213,16693.0,-0.030314579606056213,3847.0,0.09970579296350479,3847.0,0.09970579296350479,3847.0,0.09970579296350479,3847.0,0.09970579296350479,32156.0,0.047281522303819656,32156.0,0.047281522303819656,32156.0,0.047281522303819656,32156.0,0.047281522303819656,28974.0,,28974.0,,28974.0,,28974.0,
Sean Connery,Scottish people,male,Catholicism,Scottish National Party,26709,16525.0,0.06158706918358803,16525.0,0.06158706918358803,16525.0,0.06158706918358803,16525.0,0.06158706918358803,17695.0,-0.041456833481788635,17695.0,-0.041456833481788635,17695.0,-0.041456833481788635,17695.0,-0.041456833481788635,9896.0,,9896.0,,9896.0,,9896.0,,28322.0,0.05817713961005211,28322.0,0.05817713961005211,28322.0,0.05817713961005211,28322.0,0.05817713961005211,22158.0,-0.010337062180042267,22158.0,-0.010337062180042267,22158.0,-0.010337062180042267,22158.0,-0.010337062180042267
Marilyn Monroe,,female,Judaism,,19318,32883.0,-0.06960587203502655,32883.0,-0.06960587203502655,32883.0,-0.06960587203502655,32883.0,-0.06960587203502655,2228.0,0.1735474169254303,2228.0,0.1735474169254303,2228.0,0.1735474169254303,2228.0,0.1735474169254303,6492.0,0.034422729164361954,6492.0,0.034422729164361954,6492.0,0.034422729164361954,6492.0,0.034422729164361954,1785.0,0.19849362969398499,1785.0,0.19849362969398499,1785.0,0.19849362969398499,1785.0,0.19849362969398499,16067.0,0.03607259318232536,16067.0,0.03607259318232536,16067.0,0.03607259318232536,16067.0,0.03607259318232536
Mohamed Morsi,Arabs,male,Islam,Freedom and Justice Party,32253721,33861.0,,33861.0,,33861.0,,33861.0,,9669.0,0.03922648727893829,9669.0,0.03922648727893829,9669.0,0.03922648727893829,9669.0,0.03922648727893829,9896.0,,9896.0,,9896.0,,9896.0,,39890.0,0.02549782767891884,39890.0,0.02549782767891884,39890.0,0.02549782767891884,39890.0,0.02549782767891884,28974.0,,28974.0,,28974.0,,28974.0,
Mette Frederiksen,,female,,Social Democrats,26040044,33861.0,,33861.0,,33861.0,,33861.0,,4049.0,0.1229102686047554,4049.0,0.1229102686047554,4049.0,0.1229102686047554,4049.0,0.1229102686047554,4397.0,0.08500833809375763,4397.0,0.08500833809375763,4397.0,0.08500833809375763,4397.0,0.08500833809375763,13696.0,0.10746072232723236,13696.0,0.10746072232723236,13696.0,0.10746072232723236,13696.0,0.10746072232723236,28974.0,,28974.0,,28974.0,,28974.0,
Henri Matisse,French,male,atheism,,60203,33861.0,,33861.0,,33861.0,,33861.0,,15227.0,-0.014986425638198853,15227.0,-0.014986425638198853,15227.0,-0.014986425638198853,15227.0,-0.014986425638198853,8959.0,-0.04359611123800278,8959.0,-0.04359611123800278,8959.0,-0.04359611123800278,8959.0,-0.04359611123800278,33008.0,0.044821519404649734,33008.0,0.044821519404649734,33008.0,0.044821519404649734,33008.0,0.044821519404649734,28974.0,,28974.0,,28974.0,,28974.0,
Miguel de Cervantes,Spaniards,male,Catholic Church,,19444,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Anton Chekhov,Russians,male,,,2447,13776.0,0.07586124539375305,13776.0,0.07586124539375305,13776.0,0.07586124539375305,13776.0,0.07586124539375305,7371.0,0.06673146784305573,7371.0,0.06673146784305573,7371.0,0.06673146784305573,7371.0,0.06673146784305573,4372.0,0.08557994663715363,4372.0,0.08557994663715363,4372.0,0.08557994663715363,4372.0,0.08557994663715363,22456.0,0.07600203901529312,22456.0,0.07600203901529312,22456.0,0.07600203901529312,22456.0,0.07600203901529312,28974.0,,28974.0,,28974.0,,28974.0,
Adolphe Thiers,,male,,Orléanism,192008,24271.0,0.019633498042821884,24271.0,0.019633498042821884,24271.0,0.019633498042821884,24271.0,0.019633498042821884,12714.0,0.0086140688508749,12714.0,0.0086140688508749,12714.0,0.0086140688508749,12714.0,0.0086140688508749,9896.0,,9896.0,,9896.0,,9896.0,,46945.0,0.004786881618201733,46945.0,0.004786881618201733,46945.0,0.004786881618201733,46945.0,0.004786881618201733,28974.0,,28974.0,,28974.0,,28974.0,
Marco Polo,Italians,male,,,19334,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,16216.0,0.09731554985046387,16216.0,0.09731554985046387,16216.0,0.09731554985046387,16216.0,0.09731554985046387,19315.0,0.012719348073005676,19315.0,0.012719348073005676,19315.0,0.012719348073005676,19315.0,0.012719348073005676
Horace,Romans,male,,,13693,7370.0,0.11397501826286316,7370.0,0.11397501826286316,7370.0,0.11397501826286316,7370.0,0.11397501826286316,20389.0,-0.08578804135322571,20389.0,-0.08578804135322571,20389.0,-0.08578804135322571,20389.0,-0.08578804135322571,9896.0,,9896.0,,9896.0,,9896.0,,28811.0,0.05681866034865379,28811.0,0.05681866034865379,28811.0,0.05681866034865379,28811.0,0.05681866034865379,28974.0,,28974.0,,28974.0,,28974.0,
James Joyce,,male,Catholicism,,15600,10696.0,0.0932433158159256,10696.0,0.0932433158159256,10696.0,0.0932433158159256,10696.0,0.0932433158159256,4946.0,0.10452021658420563,4946.0,0.10452021658420563,4946.0,0.10452021658420563,4946.0,0.10452021658420563,9896.0,,9896.0,,9896.0,,9896.0,,29037.0,0.056151337921619415,29037.0,0.056151337921619415,29037.0,0.056151337921619415,29037.0,0.056151337921619415,28974.0,,28974.0,,28974.0,,28974.0,
Li Bai,Han Chinese people,male,,,18024,21748.0,0.03456038236618042,21748.0,0.03456038236618042,21748.0,0.03456038236618042,21748.0,0.03456038236618042,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
